name,GEN.SPA,Force,Light,Chill,good_flaskid,term.F,term.L,lat.F,lat.L,date
CORCOR16_HF,COR.COR,W,L,1,WL1_14,,,,,12/3/17
ACERUB22 HF DB,ACE.RUB,W,L,1,WL1_13,,,,,12/3/17
COMPER 3 HF DB,COM.PER,W,L,1,WL1_13,,,,,12/3/17
ILEVER05 HF DB,ILE.VER,W,L,1,WL1_13,,,,,12/3/17
PRUPEN 22 HF DB,PRU.PEN,W,L,1,WL1_12,,,,,12/3/17
PRUVIR 3 HF DB,PRU.VIR,W,L,1,WL1_12,,,,,12/3/17
VACCOR 9 HF DB,VAC.COR,W,L,1,WL1_12,,,,,12/3/17
PRUVIR 6 HF DB,PRU.VIR,W,L,1,WL1_11,,,,,12/3/17
VACCOR 7 HF DB,VAC.COR,W,L,1,WL1_11,,,,,12/3/17
VIBACE09 HF DB,VIB.ACE,W,L,1,WL1_11,,,,,12/3/17
ACESAC12 HF DB,ACE.SAC,W,L,1,WL1_10,,,,,12/3/17
PRUVIR 2 HF DB,PRU.VIR,W,L,1,WL1_10,,,,,12/3/17
VACCOR 6 HF DB,VAC.COR,W,L,1,WL1_10,,,,,12/3/17
ACERUB27 HF DB,ACE.RUB,W,L,1,WL1_1,,,,,12/3/17
PRUPEN 24 HF DB,PRU.PEN,W,L,1,WL1_1,,,,,12/3/17
PRUVIR 2 HF DB,PRU.VIR,W,L,1,WL1_1,,,,,12/3/17
ACEPEN15 HF DB,ACE.PEN,C,S,1,CS1_9,,,,,12/3/17
COMPER 8 HF DB,COM.PER,C,S,1,CS1_9,,,,,12/3/17
PRUPEN 21 HF DB,PRU.PEN,C,S,1,CS1_9,,,,,12/3/17
COMPER 6 HF DB,COM.PER,C,S,1,CS1_8,,,,,12/3/17
CORCOR 16 HF DB,COR.COR,C,S,1,CS1_8,,,,,12/3/17
PRUPEN 22 HF DB,PRU.PEN,C,S,1,CS1_8,,,,,12/3/17
ACESAC11 HF DB,ACE.SAC,C,S,1,CS1_7,,,,,12/3/17
BETALL26 HF DB,BET.ALL,C,S,1,CS1_7,,,,,12/3/17
PRUPEN 21 HF DB,PRU.PEN,C,S,1,CS1_7,,,,,12/3/17
ACEPEN18 HF DB,ACE.PEN,C,S,1,CS1_6,,,,,12/3/17
BETALL32 HF DB,BET.ALL,C,S,1,CS1_6,,,,,12/3/17
VACCOR 6 HF DB,VAC.COR,C,S,1,CS1_6,,,,,12/3/17
ACERUB28 HF DB,ACE.RUB,C,S,1,CS1_5,,,,,12/3/17
PRUVIR 7 HF DB,PRU.VIR,C,S,1,CS1_5,,,,,12/3/17
VACCOR 9 HF DB,VAC.COR,C,S,1,CS1_5,,,,,12/3/17
COMPER 8 HF DB,COM.PER,C,S,1,CS1_4,,,,,12/3/17
VACCOR 9 HF DB,VAC.COR,C,S,1,CS1_4,,,,,12/3/17
VIBACE10 HF DB,VIB.ACE,C,S,1,CS1_4,,,,,12/3/17
ACESAC11 HF DB,ACE.SAC,C,S,1,CS1_3,,,,,12/3/17
CORCOR14 HF DB,COR.COR,C,S,1,CS1_3,,,,,12/3/17
ILEVER03 HF DB,ILE.VER,C,S,1,CS1_3,,,,,12/3/17
ACERUB23 HF DB,ACE.RUB,C,S,1,CS1_24,,,,,12/3/17
VACCOR 3 HF DB,VAC.COR,C,S,1,CS1_24,,,,,12/3/17
VIBACE02 HF DB,VIB.ACE,C,S,1,CS1_24,,,,,12/3/17
CORCOR 15 HF DB,COR.COR,C,S,1,CS1_23,,,,,12/3/17
ILEMUC 12 HF DB,ILE.MUC,C,S,1,CS1_23,,,,,12/3/17
VACCOR 3 HF DB,VAC.COR,C,S,1,CS1_23,,,,,12/3/17
ACERUB28 HF DB,ACE.RUB,C,S,1,CS1_22,,,,,12/3/17
COMPER 6 HF DB,COM.PER,C,S,1,CS1_22,,,,,12/3/17
CORCOR 15 HF DB,COR.COR,C,S,1,CS1_22,,,,,12/3/17
BETALL26 HF DB,BET.ALL,C,S,1,CS1_21,,,,,12/3/17
ILEVER01 HF DB,ILE.VER,C,S,1,CS1_21,,,,,12/3/17
VIBACE07 HF DB,VIB.ACE,C,S,1,CS1_21,,,,,12/3/17
ACERUB27 HF DB,ACE.RUB,C,S,1,CS1_20,,,,,12/3/17
ILEMUC 13 HF DB,ILE.MUC,C,S,1,CS1_20,,,,,12/3/17
PRUPEN16 HF DB,PRU.PEN,C,S,1,CS1_20,,,,,12/3/17
ILEMUC 14 HF DB,ILE.MUC,C,S,1,CS1_2,,,,,12/3/17
PRUPEN 21 HF DB,PRU.PEN,C,S,1,CS1_2,,,,,12/3/17
VIBACE4 HF DB,VIB.ACE,C,S,1,CS1_2,,,,,12/3/17
ACEPEN18 HF DB,ACE.PEN,C,S,1,CS1_19,,,,,12/3/17
ILEMUC 11 HF DB,ILE.MUC,C,S,1,CS1_19,,,,,12/3/17
PRUVIR 4 HF DB,PRU.VIR,C,S,1,CS1_19,,,,,12/3/17
ACEPEN19 HF DB,ACE.PEN,C,S,1,CS1_18,,,,,12/3/17
PRUVIR 4 HF DB,PRU.VIR,C,S,1,CS1_18,,,,,12/3/17
VIBACE01 HF DB,VIB.ACE,C,S,1,CS1_18,,,,,12/3/17
ACERUB25 HF DB,ACE.RUB,C,S,1,CS1_17,,,,,12/3/17
ACESAC12 HF DB,ACE.SAC,C,S,1,CS1_17,,,,,12/3/17
BETALL25 HF DB,BET.ALL,C,S,1,CS1_17,,,,,12/3/17
ACEPEN20 HF DB,ACE.PEN,C,S,1,CS1_16,,,,,12/3/17
ACESAC19 HF DB,ACE.SAC,C,S,1,CS1_16,,,,,12/3/17
ILEMUC 10 HF DB,ILE.MUC,C,S,1,CS1_16,,,,,12/3/17
COMPER 1 HF DB,COM.PER,C,S,1,CS1_15,,,,,12/3/17
CORCOR09_HF,COR.COR,C,S,1,CS1_15,,,,,12/3/17
ILEVER01 HF DB,ILE.VER,C,S,1,CS1_15,,,,,12/3/17
ILEMUC 11 HF DB,ILE.MUC,C,S,1,CS1_14,,,,,12/3/17
ILEVER05 HF DB,ILE.VER,C,S,1,CS1_14,,,,,12/3/17
PRUVIR 5 HF DB,PRU.VIR,C,S,1,CS1_14,,,,,12/3/17
ILEVER6 HF DB,ILE.VER,C,S,1,CS1_13,,,,,12/3/17
PRUPEN16 HF DB,PRU.PEN,C,S,1,CS1_13,,,,,12/3/17
PRUVIR 5 HF DB,PRU.VIR,C,S,1,CS1_13,,,,,12/3/17
ACEPEN14 HF DB,ACE.PEN,C,S,1,CS1_12,,,,,12/3/17
COMPER 6 HF DB,COM.PER,C,S,1,CS1_12,,,,,12/3/17
ILEVER05 HF DB,ILE.VER,C,S,1,CS1_12,,,,,12/3/17
ACERUB22 HF DB,ACE.RUB,C,S,1,CS1_11,,,,,12/3/17
PRUVIR 7 HF DB,PRU.VIR,C,S,1,CS1_11,,,,,12/3/17
VACCOR 10 HF DB,VAC.COR,C,S,1,CS1_11,,,,,12/3/17
ACESAC12 HF DB,ACE.SAC,C,S,1,CS1_10,,,,,12/3/17
BETALL26 HF DB,BET.ALL,C,S,1,CS1_10,,,,,12/3/17
VIBACE? HF DB,VIB.ACE,C,S,1,CS1_10,,,,,12/3/17
ACESAC17 HF DB,ACE.SAC,C,S,1,CS1_1,,,,,12/3/17
BETALL34 HF DB,BET.ALL,C,S,1,CS1_1,,,,,12/3/17
CORCOR06 HF,COR.COR,C,S,1,CS1_1,,,,,12/3/17
ACEPEN16 HF DB,ACE.PEN,C,L,1,CL1_9,,,,,12/3/17
ILEVER01 HF DB,ILE.VER,C,L,1,CL1_9,,,,,12/3/17
VIBACE5 HF DB,VIB.ACE,C,L,1,CL1_9,,,,,12/3/17
COMPER 3 HF DB,COM.PER,C,L,1,CL1_8,,,,,12/3/17
ILEVER06 HF DB,ILE.VER,C,L,1,CL1_8,,,,,12/3/17
PRUPEN 21 HF DB,PRU.PEN,C,L,1,CL1_8,,,,,12/3/17
ACEPEN16 HF DB,ACE.PEN,C,L,1,CL1_7,,,,,12/3/17
BETALL32 HF DB,BET.ALL,C,L,1,CL1_7,,,,,12/3/17
ILEMUC 12 HF DB,ILE.MUC,C,L,1,CL1_7,,,,,12/3/17
ILEMUC 11 HF DB,ILE.MUC,C,L,1,CL1_6,,,,,12/3/17
ILEVER09 HF DB,ILE.VER,C,L,1,CL1_6,,,,,12/3/17
VIBACE07 HF DB,VIB.ACE,C,L,1,CL1_6,,,,,12/3/17
ACESAC18 HF DB,ACE.SAC,C,L,1,CL1_5,,,,,12/3/17
COMPER 2 HF DB,COM.PER,C,L,1,CL1_5,,,,,12/3/17
PRUVIR 2 HF DB,PRU.VIR,C,L,1,CL1_5,,,,,12/3/17
ACEPEN20 HF DB,ACE.PEN,C,L,1,CL1_4,,,,,12/3/17
ACERUB23 HF DB,ACE.RUB,C,L,1,CL1_4,,,,,12/3/17
BETALL25 HF DB,BET.ALL,C,L,1,CL1_4,,,,,12/3/17
COMPER 1 HF DB,COM.PER,C,L,1,CL1_3,,,,,12/3/17
CORCOR07_HF,COR.COR,C,L,1,CL1_3,,,,,12/3/17
ILEMUC 9 HF DB,ILE.MUC,C,L,1,CL1_3,,,,,12/3/17
ACEPEN17 HF DB,ACE.PEN,C,L,1,CL1_24,,,,,12/3/17
COMPER 1 HF DB,COM.PER,C,L,1,CL1_24,,,,,12/3/17
ILEMUC 14 HF DB,ILE.MUC,C,L,1,CL1_24,,,,,12/3/17
CORCOR 17 HF DB,COR.COR,C,L,1,CL1_23,,,,,12/3/17
ILEVER03 HF DB,ILE.VER,C,L,1,CL1_23,,,,,12/3/17
PRUPEN 22 HF DB,PRU.PEN,C,L,1,CL1_23,,,,,12/3/17
CORCOR 15 HF DB,COR.COR,C,L,1,CL1_22,,,,,12/3/17
PRUPEN 22 HF DB,PRU.PEN,C,L,1,CL1_22,,,,,12/3/17
VIBACE07 HF DB,VIB.ACE,C,L,1,CL1_22,,,,,12/3/17
BETALL26 HF DB,BET.ALL,C,L,1,CL1_21,,,,,12/3/17
CORCOR 15 HF DB,COR.COR,C,L,1,CL1_21,,,,,12/3/17
VACCOR 6 HF DB,VAC.COR,C,L,1,CL1_21,,,,,12/3/17
ACESAC17 HF DB,ACE.SAC,C,L,1,CL1_20,,,,,12/3/17
COMPER 1 HF DB,COM.PER,C,L,1,CL1_20,,,,,12/3/17
VACCOR 8 HF DB,VAC.COR,C,L,1,CL1_20,,,,,12/3/17
ACESAC17 HF DB,ACE.SAC,C,L,1,CL1_2,,,,,12/3/17
BETALL33 HF DB,BET.ALL,C,L,1,CL1_2,,,,,12/3/17
ILEVER07 HF DB,ILE.VER,C,L,1,CL1_2,,,,,12/3/17
ACESAC13 HF DB,ACE.SAC,C,L,1,CL1_19,,,,,12/3/17
PRUVIR 5 HF DB,PRU.VIR,C,L,1,CL1_19,,,,,12/3/17
VIBACE02 HF DB,VIB.ACE,C,L,1,CL1_19,,,,,12/3/17
ACERUB22 HF DB,ACE.RUB,C,L,1,CL1_18,,,,,12/3/17
PRUVIR 4 HF DB,PRU.VIR,C,L,1,CL1_18,,,,,12/3/17
VIBACE5 HF DB,VIB.ACE,C,L,1,CL1_18,,,,,12/3/17
ILEMUC 12 HF DB,ILE.MUC,C,L,1,CL1_17,,,,,12/3/17
PRUVIR 6 HF DB,PRU.VIR,C,L,1,CL1_17,,,,,12/3/17
VACCOR 2 HF DB,VAC.COR,C,L,1,CL1_17,,,,,12/3/17
ACEPEN20 HF DB,ACE.PEN,C,L,1,CL1_16,,,,,12/3/17
ACESAC18 HF DB,ACE.SAC,C,L,1,CL1_16,,,,,12/3/17
COMPER 1 HF DB,COM.PER,C,L,1,CL1_16,,,,,12/3/17
ACESAC19 HF DB,ACE.SAC,C,L,1,CL1_15,,,,,12/3/17
ILEVER09 HF DB1,ILE.VER,C,L,1,CL1_15,,,,,12/3/17
PRUPEN 21 HF DB,PRU.PEN,C,L,1,CL1_15,,,,,12/3/17
ACERUB27 HF DB,ACE.RUB,C,L,1,CL1_14,,,,,12/3/17
CORCOR09_HF,COR.COR,C,L,1,CL1_14,,,,,12/3/17
VACCOR 2 HF DB,VAC.COR,C,L,1,CL1_14,,,,,12/3/17
ACERUB26 HF DB,ACE.RUB,C,L,1,CL1_13,,,,,12/3/17
ILEMUC 11 HF DB,ILE.MUC,C,L,1,CL1_13,,,,,12/3/17
PRUVIR 6 HF DB,PRU.VIR,C,L,1,CL1_13,,,,,12/3/17
ACERUB22 HF DB,ACE.RUB,C,L,1,CL1_12,,,,,12/3/17
PRUVIR 7 HF DB,PRU.VIR,C,L,1,CL1_12,,,,,12/3/17
VIBACE10 HF DB,VIB.ACE,C,L,1,CL1_12,,,,,12/3/17
ACEPEN15 HF DB,ACE.PEN,C,L,1,CL1_11,,,,,12/3/17
ACERUB22 HF DB,ACE.RUB,C,L,1,CL1_11,,,,,12/3/17
PRUPEN 26 HF DB,PRU.PEN,C,L,1,CL1_11,,,,,12/3/17
BETALL31 HF DB,BET.ALL,C,L,1,CL1_10,,,,,12/3/17
PRUPEN 24 HF DB,PRU.PEN,C,L,1,CL1_10,,,,,12/3/17
VACCOR 6 HF DB,VAC.COR,C,L,1,CL1_10,,,,,12/3/17
BETALL26 HF DB,BET.ALL,C,L,1,CL1_1,,,,,12/3/17
CORCOR07_HF,COR.COR,C,L,1,CL1_1,,,,,12/3/17
VACCOR 1 HF DB,VAC.COR,C,L,1,CL1_1,,,,,12/3/17
BETALL25 HF DB,BET.ALL,W,S,0,WS0_9,0,0,0,0,12/5/17
COMPER 3 HF DB,COM.PER,W,S,0,WS0_9,0,0,0,1,12/5/17
VIBACE 7 HF DB,VIB.ACE,W,S,0,WS0_9,0,0,0,0,12/5/17
ACESAC12 HF DB,ACE.SAC,W,S,0,WS0_8,0,0,0,0,12/5/17
ILEVER01 HF DB,ILE.VER,W,S,0,WS0_8,0,0,0,0,12/5/17
VACCOR 5 HF DB,VAC.COR,W,S,0,WS0_8,0,0,0,0,12/5/17
ACEPEN24 HF DB,ACE.PEN,W,S,0,WS0_7,0,0,0,0,12/5/17
ACESAC18 HF DB,ACE.SAC,W,S,0,WS0_7,0,0,0,0,12/5/17
PRUVIR 5 HF DB,PRU.VIR,W,S,0,WS0_7,0,1,0,1,12/5/17
CORCOR 17 HF DB,COR.COR,W,S,0,WS0_6,0,1,0,1,12/5/17
ILEVER05 HF DB,ILE.VER,W,S,0,WS0_6,0,0,0,0,12/5/17
PRUPEN 24 HF DB,PRU.PEN,W,S,0,WS0_6,0,0,0,0,12/5/17
BETALL25 HF DB,BET.ALL,W,S,0,WS0_5,0,0,0,0,12/5/17
ILEMUC 9 HF DB,ILE.MUC,W,S,0,WS0_5,0,0,0,0,12/5/17
VIBACE09 HF DB,VIB.ACE,W,S,0,WS0_5,0,0,0,0,12/5/17
BETALL25 HF DB,BET.ALL,W,S,0,WS0_4,0,1,0,0,12/5/17
CORCOR 16 HF DB,COR.COR,W,S,0,WS0_4,0,0,0,1,12/5/17
ILEVER07 HF DB,ILE.VER,W,S,0,WS0_4,0,0,0,0,12/5/17
ACEPEN15 HF DB,ACE.PEN,W,S,0,WS0_3,0,0,0,0,12/5/17
ACERUB26 HF DB,ACE.RUB,W,S,0,WS0_3,0,0,0,0,12/5/17
ILEMUC 13 HF DB,ILE.MUC,W,S,0,WS0_3,0,0,0,0,12/5/17
BETALL33 HF DB,BET.ALL,W,S,0,WS0_24,0,0,0,0,12/5/17
ILEVER03 HF DB,ILE.VER,W,S,0,WS0_24,0,0,0,0,12/5/17
VACCOR 89 HF DB,VAC.COR,W,S,0,WS0_24,9,0,9,0,12/5/17
ACERUB23 HF DB,ACE.RUB,W,S,0,WS0_23,0,1,0,0,12/5/17
ILEVER ? HF DB,ILE.VER,W,S,0,WS0_23,0,0,0,0,12/5/17
VACCOR 3 HF DB,VAC.COR,W,S,0,WS0_23,0,0,0,0,12/5/17
ACEPEN15 HF DB,ACE.PEN,W,S,0,WS0_22,0,0,0,0,12/5/17
ILEVER03 HF DB,ILE.VER,W,S,0,WS0_22,0,0,0,0,12/5/17
PRUPEN 22 HF DB,PRU.PEN,W,S,0,WS0_22,0,0,0,0,12/5/17
ACESAC13 HF DB,ACE.SAC,W,S,0,WS0_21,0,0,0,0,12/5/17
COMPER 6 HF DB,COM.PER,W,S,0,WS0_21,0,0,0,1,12/5/17
PRUVIR 4 HF DB,PRU.VIR,W,S,0,WS0_21,0,0,0,0,12/5/17
ILEMUC 9 HF DB,ILE.MUC,W,S,0,WS0_20,0,0,0,0,12/5/17
PRUPEN 22 HF DB,PRU.PEN,W,S,0,WS0_20,0,9,0,1,12/5/17
VIBACE10 HF DB,VIB.ACE,W,S,0,WS0_20,0,0,0,0,12/5/17
ACEPEN15 HF DB,ACE.PEN,W,S,0,WS0_2,0,0,0,0,12/5/17
COMPER 8 HF DB,COM.PER,W,S,0,WS0_2,0,0,0,1,12/5/17
PRUVIR 6 HF DB,PRU.VIR,W,S,0,WS0_2,0,1,0,1,12/5/17
CORCOR16 HF,COR.COR,W,S,0,WS0_19,0,0,0,0,12/5/17
PRUPEN 23 HF DB,PRU.PEN,W,S,0,WS0_19,0,0,0,0,12/5/17
PRUVIR 6 HF DB,PRU.VIR,W,S,0,WS0_19,0,0,0,1,12/5/17
ACESAC18 HF DB,ACE.SAC,W,S,0,WS0_18,0,0,0,0,12/5/17
ILEMUC 10 HF DB,ILE.MUC,W,S,0,WS0_18,0,0,0,0,12/5/17
VIBACE02 HF DB,VIB.ACE,W,S,0,WS0_18,0,0,0,0,12/5/17
ACEPEN19 HF DB,ACE.PEN,W,S,0,WS0_17,,0,0,0,12/5/17
ACERUB25 HF DB,ACE.RUB,W,S,0,WS0_17,0,1,0,0,12/5/17
PRUPEN 24 HF DB,PRU.PEN,W,S,0,WS0_17,0,0,0,0,12/5/17
COMPER 3 HF DB,COM.PER,W,S,0,WS0_16,0,0,0,1,12/5/17
VACCOR 2 HF DB,VAC.COR,W,S,0,WS0_16,0,0,0,1,12/5/17
VIBACE02 HF DB,VIB.ACE,W,S,0,WS0_16,0,0,0,0,12/5/17
ACERUB26 HF DB,ACE.RUB,W,S,0,WS0_15,0,1,0,0,12/5/17
COMPER 8 HF DB,COM.PER,W,S,0,WS0_15,0,0,0,1,12/5/17
PRUVIR 6 HF DB,PRU.VIR,W,S,0,WS0_15,0,0,0,0,12/5/17
ACESAC13 HF DB,ACE.SAC,W,S,0,WS0_14,0,0,0,0,12/5/17
PRUVIR 4 HF DB,PRU.VIR,W,S,0,WS0_14,0,0,0,0,12/5/17
VACCOR 1 HF DB,VAC.COR,W,S,0,WS0_14,9,0,9,0,12/5/17
ACESAC18 HF DB,ACE.SAC,W,S,0,WS0_13,0,0,0,0,12/5/17
BETALL25 HF DB,BET.ALL,W,S,0,WS0_13,0,0,0,0,12/5/17
CORCOR07_HF,COR.COR,W,S,0,WS0_13,0,0,0,0,12/5/17
ACERUB23 HF DB,ACE.RUB,W,S,0,WS0_12,0,1,0,0,12/5/17
BETALL33 HF DB,BET.ALL,W,S,0,WS0_12,0,0,0,0,12/5/17
PRUPEN 24 HF DB,PRU.PEN,W,S,0,WS0_12,0,0,0,0,12/5/17
COMPER 6 HF DB,COM.PER,W,S,0,WS0_11,0,0,0,0,12/5/17
CORCOR14 HF DB,COR.COR,W,S,0,WS0_11,0,1,0,0,12/5/17
ILEMUC 10 HF DB,ILE.MUC,W,S,0,WS0_11,0,0,0,0,12/5/17
ACEPEN14 HF DB,ACE.PEN,W,S,0,WS0_10,0,0,0,0,12/5/17
ILEMUC 12 HF DB,ILE.MUC,W,S,0,WS0_10,0,0,0,0,12/5/17
VIBACE07 HF DB,VIB.ACE,W,S,0,WS0_10,0,0,0,0,12/5/17
ACERUB29 HF DB,ACE.RUB,W,S,0,WS0_1,0,0,0,1,12/5/17
CORCOR08_HF,COR.COR,W,S,0,WS0_1,0,0,0,0,12/5/17
VACCOR 11 HF DB,VAC.COR,W,S,0,WS0_1,9,0,9,0,12/5/17
ACERUB22 HF DB,ACE.RUB,W,L,0,WL0_9,0,0,0,0,12/5/17
BETALL25 HF DB,BET.ALL,W,L,0,WL0_9,0,1,0,0,12/5/17
ILEMUC 13 HF DB,ILE.MUC,W,L,0,WL0_9,0,0,0,0,12/5/17
ACERUB25 HF DB,ACE.RUB,W,L,0,WL0_8,0,1,0,0,12/5/17
CORCOR06 HF,COR.COR,W,L,0,WL0_8,0,1,0,0,12/5/17
ILEMUC 9 HF DB,ILE.MUC,W,L,0,WL0_8,0,0,0,0,12/5/17
PRUPEN 23 HF DB,PRU.PEN,W,L,0,WL0_7,0,0,0,0,12/5/17
PRUVIR 5 HF DB,PRU.VIR,W,L,0,WL0_7,0,1,0,1,12/5/17
VIBACE04 HF DB,VIB.ACE,W,L,0,WL0_7,0,0,0,0,12/5/17
PRUVIR 7 HF DB,PRU.VIR,W,L,0,WL0_6,0,0,0,0,12/5/17
VACCOR 1 HF DB,VAC.COR,W,L,0,WL0_6,7,0,7,0,12/5/17
VIBACE02 HF DB,VIB.ACE,W,L,0,WL0_6,0,0,0,0,12/5/17
ACESAC12 HF DB,ACE.SAC,W,L,0,WL0_5,0,0,0,0,12/5/17
BETALL26 HF DB,BET.ALL,W,L,0,WL0_5,0,1,0,1,12/5/17
ILEMUC 13 HF DB,ILE.MUC,W,L,0,WL0_5,0,0,0,0,12/5/17
CORCOR 16 HF DB,COR.COR,W,L,0,WL0_4,0,0,0,0,12/5/17
ILEVER01 HF DB,ILE.VER,W,L,0,WL0_4,0,0,0,0,12/5/17
VIBACE HF9 DB,VIB.ACE,W,L,0,WL0_4,0,0,0,0,12/5/17
COMPER 8 HF DB,COM.PER,W,L,0,WL0_3,0,0,0,1,12/5/17
ILEVER08 HF DB,ILE.VER,W,L,0,WL0_3,0,0,0,0,12/5/17
VIBACE08 HF DB,VIB.ACE,W,L,0,WL0_3,0,0,0,0,12/5/17
CORCOR 16 HF DB,COR.COR,W,L,0,WL0_24,0,1,0,1,12/5/17
ILEVER01 HF DB,ILE.VER,W,L,0,WL0_24,0,0,0,0,12/5/17
PRUVIR 4 HF DB,PRU.VIR,W,L,0,WL0_24,0,0,0,0,12/5/17
CORCOR 16 HF DB,COR.COR,W,L,0,WL0_23,0,1,0,0,12/5/17
PRUPEN 26 HF DB,PRU.PEN,W,L,0,WL0_23,0,0,0,0,12/5/17
VACCOR 6 HF DB,VAC.COR,W,L,0,WL0_23,0,0,0,0,12/5/17
ACEPEN14 HF DB,ACE.PEN,W,L,0,WL0_22,0,1,0,0,12/5/17
ACESAC13 HF DB,ACE.SAC,W,L,0,WL0_22,0,0,0,0,12/5/17
COMPER ? HF DB,COM.PER,W,L,0,WL0_22,0,0,0,0,12/5/17
ACEPEN17 HF DB,ACE.PEN,W,L,0,WL0_21,0,0,0,0,12/5/17
ACESAC16 HF DB,ACE.SAC,W,L,0,WL0_21,0,0,0,0,12/5/17
ILEMUC 11 HF DB,ILE.MUC,W,L,0,WL0_21,0,0,0,0,12/5/17
ACEPEN15 HF DB,ACE.PEN,W,L,0,WL0_20,0,0,0,0,12/5/17
ACERUB25 HF DB,ACE.RUB,W,L,0,WL0_20,0,1,0,0,12/5/17
PRUPEN 21 HF DB,PRU.PEN,W,L,0,WL0_20,NA,NA,0,1,12/5/17
ACEPEN17 HF DB,ACE.PEN,W,L,0,WL0_2,0,0,0,0,12/5/17
PRUPEN 23 HF DB,PRU.PEN,W,L,0,WL0_2,0,0,0,0,12/5/17
PRUVIR 6 HF DB,PRU.VIR,W,L,0,WL0_2,0,0,0,0,12/5/17
ACESAC17 HF DB,ACE.SAC,W,L,0,WL0_19,0,0,0,0,12/5/17
ILEMUC 10 HF DB,ILE.MUC,W,L,0,WL0_19,0,0,0,0,12/5/17
PRUVIR 3 HF DB,PRU.VIR,W,L,0,WL0_19,0,0,0,0,12/5/17
ACERUB25 HF DB,ACE.RUB,W,L,0,WL0_18,0,1,0,0,12/5/17
BETALL32 HF DB,BET.ALL,W,L,0,WL0_18,0,1,0,0,12/5/17
VACCOR 7 HF DB,VAC.COR,W,L,0,WL0_18,9,0,0,0,12/5/17
ACERUB22 HF DB,ACE.RUB,W,L,0,WL0_17,0,1,0,0,12/5/17
ILEMUC 10 HF DB,ILE.MUC,W,L,0,WL0_17,0,0,0,0,12/5/17
VIBACE5 HF DB,VIB.ACE,W,L,0,WL0_17,0,0,0,0,12/5/17
ACESAC17 HF DB,ACE.SAC,W,L,0,WL0_16,0,0,0,0,12/5/17
VACCOR 11 HF DB,VAC.COR,W,L,0,WL0_16,9,0,9,0,12/5/17
VIBACE01 HF DB,VIB.ACE,W,L,0,WL0_16,0,0,0,0,12/5/17
ACEPEN18 HF DB,ACE.PEN,W,L,0,WL0_15,0,0,0,0,12/5/17
ACERUB23 HF DB,ACE.RUB,W,L,0,WL0_15,0,1,0,0,12/5/17
BETALL32 HF DB,BET.ALL,W,L,0,WL0_15,0,0,0,0,12/5/17
COMPER 3 HF DB,COM.PER,W,L,0,WL0_14,0,0,0,1,12/5/17
ILEVER10 HF DB,ILE.VER,W,L,0,WL0_14,0,0,0,0,12/5/17
VACCOR 2 HF DB,VAC.COR,W,L,0,WL0_14,1,0,0,0,12/5/17
COMPER 5 HF DB,COM.PER,W,L,0,WL0_13,0,0,0,1,12/5/17
ILEVER07 HF DB,ILE.VER,W,L,0,WL0_13,0,0,0,0,12/5/17
PRUPEN 24 HF DB,PRU.PEN,W,L,0,WL0_13,0,0,0,0,12/5/17
BETALL25 HF DB,BET.ALL,W,L,0,WL0_12,0,0,0,0,12/5/17
ILEVER04 HF DB,ILE.VER,W,L,0,WL0_12,0,0,0,0,12/5/17
VACCOR 11 HF DB,VAC.COR,W,L,0,WL0_12,9,0,0,0,12/5/17
COMPER 5 HF DB,COM.PER,W,L,0,WL0_11,0,1,0,1,12/5/17
PRUPEN 23 HF DB,PRU.PEN,W,L,0,WL0_11,0,0,0,0,12/5/17
PRUVIR 5 HF DB,PRU.VIR,W,L,0,WL0_11,0,1,0,1,12/5/17
ACESAC18 HF DB,ACE.SAC,W,L,0,WL0_10,0,0,0,0,12/5/17
COMPER 6 HF DB,COM.PER,W,L,0,WL0_10,0,0,0,1,12/5/17
CORCOR 15 HF DB,COR.COR,W,L,0,WL0_10,0,1,0,0,12/5/17
ACEPEN18 HF DB,ACE.PEN,W,L,0,WL0_1,0,0,0,0,12/5/17
BETALL32 HF DB,BET.ALL,W,L,0,WL0_1,0,0,0,0,12/5/17
CORCOR 17 HF DB,COR.COR,W,L,0,WL0_1,0,1,0,1,12/5/17
ACERUB25 HF DB,ACE.RUB,C,S,0,CS0_9,0,0,0,0,12/5/17
ILEVER09 HF DB1,ILE.VER,C,S,0,CS0_9,0,0,0,0,12/5/17
PRUPEN16 HF DB,PRU.PEN,C,S,0,CS0_9,0,0,0,0,12/5/17
ACERUB29 HF DB,ACE.RUB,C,S,0,CS0_8,0,0,0,0,12/5/17
BETALL32 HF DB,BET.ALL,C,S,0,CS0_8,0,0,0,0,12/5/17
COMPER 6 HF DB,COM.PER,C,S,0,CS0_8,0,0,0,1,12/5/17
BETALL26 HF DB,BET.ALL,C,S,0,CS0_7,0,1,0,1,12/5/17
VACCOR 7 HF DB,VAC.COR,C,S,0,CS0_7,0,0,0,0,12/5/17
VIBACE06 HF DB,VIB.ACE,C,S,0,CS0_7,0,0,0,0,12/5/17
ACESAC17 HF DB,ACE.SAC,C,S,0,CS0_6,0,0,0,0,12/5/17
BETALL31 HF DB,BET.ALL,C,S,0,CS0_6,0,0,0,0,12/5/17
VIBACE06 HF DB,VIB.ACE,C,S,0,CS0_6,0,1,0,0,12/5/17
ILEVER03 HF DB,ILE.VER,C,S,0,CS0_5,0,0,0,0,12/5/17
