name,GEN.SPA,Force,Light,Chill,good_flaskid,term.F,term.L,lat.F,lat.L,date
ACERUB29 HF DB,ACE.RUB,C,S,0,CS0_8,0,0,0,0,12/10/17
BETALL32 HF DB,BET.ALL,C,S,0,CS0_8,0,0,0,0,12/10/17
COMPER 6 HF DB,COM.PER,C,S,0,CS0_8,0,0,1,1,12/10/17
BETALL26 HF DB,BET.ALL,C,S,0,CS0_7,0,0,0,0,12/10/17
VACCOR 7 HF DB,VAC.COR,C,S,0,CS0_7,NA,0,NA,0,12/10/17
VIBACE06 HF DB,VIB.ACE,C,S,0,CS0_7,0,0,0,0,12/10/17
ACESAC17 HF DB,ACE.SAC,C,S,0,CS0_6,0,0,0,0,12/10/17
BETALL31 HF DB,BET.ALL,C,S,0,CS0_6,0,0,0,0,12/10/17
VIBACE06 HF DB,VIB.ACE,C,S,0,CS0_6,0,0,0,1,12/10/17
ILEVER03 HF DB,ILE.VER,C,S,0,CS0_5,0,0,0,0,12/10/17
PRUPEN 24 HF DB,PRU.PEN,C,S,0,CS0_5,1,1,1,1,12/10/17
VACCOR 10 HF DB,VAC.COR,C,S,0,CS0_5,1,1,NA,1,12/10/17
BETALL32 HF DB,BET.ALL,C,S,0,CS0_4,0,0,0,0,12/10/17
COMPER 2 HF DB,COM.PER,C,S,0,CS0_4,0,0,1,1,12/10/17
VACCOR 3 HF DB,VAC.COR,C,S,0,CS0_4,1,1,NA,1,12/10/17
ACEPEN14 HF DB,ACE.PEN,C,S,0,CS0_3,0,0,0,0,12/10/17
CORCOR10_HF,COR.COR,C,S,0,CS0_3,0,0,0,0,12/10/17
PRUVIR 5 HF DB,PRU.VIR,C,S,0,CS0_3,0,1,0,1,12/10/17
CORCOR14 HF DB,COR.COR,C,S,0,CS0_24,0,1,0,0,12/10/17
PRUPEN 23 HF DB,PRU.PEN,C,S,0,CS0_24,0,1,0,1,12/10/17
PRUVIR 6 HF DB,PRU.VIR,C,S,0,CS0_24,0,1,0,1,12/10/17
CORCOR09_HF,COR.COR,C,S,0,CS0_23,0,1,0,1,12/10/17
ILEMUC 11 HF DB,ILE.MUC,C,S,0,CS0_23,0,0,0,0,12/10/17
VACCOR 8 HF DB,VAC.COR,C,S,0,CS0_23,1,1,NA,1,12/10/17
COMPER 4 HF DB,COM.PER,C,S,0,CS0_22,0,0,1,1,12/10/17
ILEMUC 14 HF DB,ILE.MUC,C,S,0,CS0_22,0,0,0,0,12/10/17
PRUVIR 3 HF DB,PRU.VIR,C,S,0,CS0_22,0,0,0,0,12/10/17
CORCOR 15_HF,COR.COR,C,S,0,CS0_21,0,0,0,0,12/10/17
ILEVER01 HF DB,ILE.VER,C,S,0,CS0_21,0,0,0,0,12/10/17
VIBACE09 HF DB,VIB.ACE,C,S,0,CS0_21,0,0,0,0,12/10/17
COMPER 8 HF DB,COM.PER,C,S,0,CS0_20,0,0,1,1,12/10/17
ILEVER08 HF DB,ILE.VER,C,S,0,CS0_20,0,0,0,0,12/10/17
PRUPEN16 HF DB,PRU.PEN,C,S,0,CS0_20,0,0,0,1,12/10/17
ACESAC11 HF DB,ACE.SAC,C,S,0,CS0_2,0,0,0,0,12/10/17
COMPER 5 HF DB,COM.PER,C,S,0,CS0_2,0,0,1,1,12/10/17
CORCOR09_HF,COR.COR,C,S,0,CS0_2,0,1,0,1,12/10/17
ACEPEN16 HF DB,ACE.PEN,C,S,0,CS0_19,0,0,0,0,12/10/17
ACERUB25 HF DB,ACE.RUB,C,S,0,CS0_19,0,1,0,0,12/10/17
ILEVER08 HF DB,ILE.VER,C,S,0,CS0_19,0,1,0,0,12/10/17
ACEPEN20 HF DB,ACE.PEN,C,S,0,CS0_18,0,0,0,0,12/10/17
ACERUB23 HF DB,ACE.RUB,C,S,0,CS0_18,0,1,0,0,12/10/17
ACESAC17 HF DB,ACE.SAC,C,S,0,CS0_18,0,0,0,0,12/10/17
ILEMUC 9 HF DB,ILE.MUC,C,S,0,CS0_17,0,0,0,0,12/10/17
PRUPEN 24 HF DB,PRU.PEN,C,S,0,CS0_17,1,1,1,1,12/10/17
VIBACE07 HF DB,VIB.ACE,C,S,0,CS0_17,0,9,0,0,12/10/17
ACERUB28 HF DB,ACE.RUB,C,S,0,CS0_16,0,1,0,0,12/10/17
ACESAC19 HF DB,ACE.SAC,C,S,0,CS0_16,0,0,0,0,12/10/17
VIBACE11 HF DB,VIB.ACE,C,S,0,CS0_16,0,0,0,0,12/10/17
ACEPEN16 HF DB,ACE.PEN,C,S,0,CS0_15,0,0,0,0,12/10/17
ACERUB23 HF DB,ACE.RUB,C,S,0,CS0_15,0,0,0,0,12/10/17
ILEVER01 HF DB,ILE.VER,C,S,0,CS0_15,0,0,0,0,12/10/17
BETALL31 HF DB,BET.ALL,C,S,0,CS0_14,0,0,0,0,12/10/17
ILEMUC 9 HF DB,ILE.MUC,C,S,0,CS0_14,0,0,0,0,12/10/17
PRUPEN 23 HF DB,PRU.PEN,C,S,0,CS0_14,1,1,1,1,12/10/17
BETALL31 HF DB,BET.ALL,C,S,0,CS0_13,0,0,0,0,12/10/17
COMPER 6 HF DB,COM.PER,C,S,0,CS0_13,0,0,1,1,12/10/17
ILEMUC 10 HF DB,ILE.MUC,C,S,0,CS0_13,0,0,0,0,12/10/17
ILEMUC 12 HF DB,ILE.MUC,C,S,0,CS0_12,0,0,0,0,12/10/17
PRUVIR 3 HF DB,PRU.VIR,C,S,0,CS0_12,0,0,0,0,12/10/17
VACCOR 3 HF DB,VAC.COR,C,S,0,CS0_12,NA,1,NA,1,12/10/17
ACESAC17 HF DB,ACE.SAC,C,S,0,CS0_11,0,0,0,0,12/10/17
VACCOR 3 HF DB,VAC.COR,C,S,0,CS0_11,1,1,NA,1,12/10/17
VIBACE4 HF DB,VIB.ACE,C,S,0,CS0_11,0,0,0,0,12/10/17
ACEPEN14 HF DB,ACE.PEN,C,S,0,CS0_10,0,0,0,0,12/10/17
ACESAC11 HF DB,ACE.SAC,C,S,0,CS0_10,0,0,0,0,12/10/17
PRUVIR 7 HF DB,PRU.VIR,C,S,0,CS0_10,0,1,0,1,12/10/17
ACEPEN20 HF DB,ACE.PEN,C,S,0,CS0_1,0,0,0,0,12/10/17
CORCOR06 HF,COR.COR,C,S,0,CS0_1,0,0,0,0,12/10/17
PRUVIR 2 HF DB,PRU.VIR,C,S,0,CS0_1,0,1,0,1,12/10/17
BETALL32 HF DB,BET.ALL,C,L,0,CL0_9,0,0,0,0,12/10/17
ILEVER06 HF DB,ILE.VER,C,L,0,CL0_9,0,0,0,0,12/10/17
VACCOR 6 HF DB,VAC.COR,C,L,0,CL0_9,NA,0,NA,0,12/10/17
ACESAC19 HF DB,ACE.SAC,C,L,0,CL0_8,0,0,0,0,12/10/17
COMPER 1 HF DB,COM.PER,C,L,0,CL0_8,0,0,1,1,12/10/17
PRUVIR 5 HF DB,PRU.VIR,C,L,0,CL0_8,0,0,0,0,12/10/17
ACEPEN20 HF DB,ACE.PEN,C,L,0,CL0_7,0,0,0,0,12/10/17
ACERUB25 HF DB,ACE.RUB,C,L,0,CL0_7,0,0,0,0,12/10/17
ACESAC11 HF DB,ACE.SAC,C,L,0,CL0_7,0,0,0,0,12/10/17
ACEPEN18 HF DB,ACE.PEN,C,L,0,CL0_6,0,0,0,0,12/10/17
ACERUB25 HF DB,ACE.RUB,C,L,0,CL0_6,0,0,0,0,12/10/17
ILEMUC 10 HF DB,ILE.MUC,C,L,0,CL0_6,0,0,0,0,12/10/17
ACEPEN16 HF DB,ACE.PEN,C,L,0,CL0_5,0,0,0,0,12/10/17
ILEMUC 13 HF DB,ILE.MUC,C,L,0,CL0_5,0,0,0,0,12/10/17
VIBACE06 HF DB,VIB.ACE,C,L,0,CL0_5,0,0,0,0,12/10/17
BETALL32 HF DB,BET.ALL,C,L,0,CL0_4,0,0,0,0,12/10/17
COMPER 2 HF DB,COM.PER,C,L,0,CL0_4,0,0,1,1,12/10/17
PRUVIR 2 HF DB,PRU.VIR,C,L,0,CL0_4,0,0,0,0,12/10/17
COMPER 4 HF DB,COM.PER,C,L,0,CL0_3,0,0,1,1,12/10/17
CORCOR07_HF,COR.COR,C,L,0,CL0_3,0,0,0,0,12/10/17
ILEMUC 13 HF DB,ILE.MUC,C,L,0,CL0_3,0,0,0,0,12/10/17
COMPER 4 HF DB,COM.PER,C,L,0,CL0_24,0,0,1,1,12/10/17
PRUPEN17 HF DB,PRU.PEN,C,L,0,CL0_24,0,0,0,0,12/10/17
PRUVIR 4 HF DB,PRU.VIR,C,L,0,CL0_24,0,0,0,0,12/10/17
ACESAC12 HF DB,ACE.SAC,C,L,0,CL0_23,0,0,0,0,12/10/17
PRUPEN 23 HF DB,PRU.PEN,C,L,0,CL0_23,1,1,1,1,12/10/17
VACCOR 11 HF DB,VAC.COR,C,L,0,CL0_23,51,1,NA,1,12/10/17
ACEPEN19 HF DB,ACE.PEN,C,L,0,CL0_22,0,0,0,0,12/10/17
ACESAC18 HF DB,ACE.SAC,C,L,0,CL0_22,0,0,0,0,12/10/17
VIBACE06 HF DB,VIB.ACE,C,L,0,CL0_22,0,0,0,0,12/10/17
ILEMUC 11 HF DB,ILE.MUC,C,L,0,CL0_21,0,0,0,0,12/10/17
PRUPEN 23 HF DB,PRU.PEN,C,L,0,CL0_21,0,0,0,0,12/10/17
VACCOR 3 HF DB,VAC.COR,C,L,0,CL0_21,1,1,1,1,12/10/17
ACEPEN17 HF DB,ACE.PEN,C,L,0,CL0_20,0,0,0,0,12/10/17
CORCOR10_HF,COR.COR,C,L,0,CL0_20,0,1,0,0,12/10/17
PRUVIR 2 HF DB,PRU.VIR,C,L,0,CL0_20,0,1,0,1,12/10/17
BETALL33 HF DB,BET.ALL,C,L,0,CL0_2,0,0,0,0,12/10/17
ILEVER04 HF DB,ILE.VER,C,L,0,CL0_2,0,0,0,0,12/10/17
PRUPEN 22 HF DB,PRU.PEN,C,L,0,CL0_2,1,1,0,1,12/10/17
ACERUB23 HF DB,ACE.RUB,C,L,0,CL0_19,0,0,0,0,12/10/17
PRUVIR 6 HF DB,PRU.VIR,C,L,0,CL0_19,0,1,0,1,12/10/17
VACCOR 11 HF DB,VAC.COR,C,L,0,CL0_19,NA,0,1,0,12/10/17
COMPER 6 HF DB,COM.PER,C,L,0,CL0_18,0,0,1,1,12/10/17
ILEMUC 12 HF DB,ILE.MUC,C,L,0,CL0_18,0,0,0,0,12/10/17
VIBACE10 HF DB,VIB.ACE,C,L,0,CL0_18,0,0,0,0,12/10/17
ACERUB23 HF DB,ACE.RUB,C,L,0,CL0_17,0,0,0,0,12/10/17
BETALL31 HF DB,BET.ALL,C,L,0,CL0_17,0,0,0,0,12/10/17
CORCOR 16 HF DB,COR.COR,C,L,0,CL0_17,0,0,0,0,12/10/17
CORCOR09_HF,COR.COR,C,L,0,CL0_16,0,1,0,1,12/10/17
VACCOR 1 HF DB,VAC.COR,C,L,0,CL0_16,1,1,1,1,12/10/17
VIBACE01 HF DB,VIB.ACE,C,L,0,CL0_16,0,0,0,0,12/10/17
BETALL34 HF DB,BET.ALL,C,L,0,CL0_15,0,0,0,0,12/10/17
CORCOR07_HF,COR.COR,C,L,0,CL0_15,0,0,0,0,12/10/17
ILEVER04 HF DB,ILE.VER,C,L,0,CL0_15,0,0,0,0,12/10/17
ACERUB26 HF DB,ACE.RUB,C,L,0,CL0_14,0,0,0,0,12/10/17
BETALL26 HF DB,BET.ALL,C,L,0,CL0_14,0,0,0,0,12/10/17
VIBACE4 HF DB,VIB.ACE,C,L,0,CL0_14,0,0,0,0,12/10/17
PRUPEN 24 HF DB,PRU.PEN,C,L,0,CL0_13,1,1,1,1,12/10/17
PRUVIR 7 HF DB,PRU.VIR,C,L,0,CL0_13,0,1,0,1,12/10/17
VACCOR 10 HF DB,VAC.COR,C,L,0,CL0_13,1,1,1,1,12/10/17
ACESAC11 HF DB,ACE.SAC,C,L,0,CL0_12,0,0,0,0,12/10/17
CORCOR09_HF,COR.COR,C,L,0,CL0_12,0,1,0,0,12/10/17
ILEVER08 HF DB,ILE.VER,C,L,0,CL0_12,0,0,0,0,12/10/17
ACEPEN17 HF DB,ACE.PEN,C,L,0,CL0_11,0,0,0,0,12/10/17
ACESAC11 HF DB,ACE.SAC,C,L,0,CL0_11,0,0,0,0,12/10/17
ILEVER05 HF DB,ILE.VER,C,L,0,CL0_11,0,0,0,0,12/10/17
ILEMUC 12 HF DB,ILE.MUC,C,L,0,CL0_10,0,0,0,0,12/10/17
ILEVER07 HF DB,ILE.VER,C,L,0,CL0_10,0,0,0,0,12/10/17
VIBACE06 HF DB,VIB.ACE,C,L,0,CL0_10,0,0,0,0,12/10/17
ACERUB27 HF DB,ACE.RUB,C,L,0,CL0_1,0,0,0,0,12/10/17
COMPER 2 HF DB,COM.PER,C,L,0,CL0_1,0,0,1,1,12/10/17
PRUPEN 21 HF DB,PRU.PEN,C,L,0,CL0_1,0,1,0,1,12/10/17
ACERUB25 HF DB,ACE.RUB,W,S,1,WS1_9,,,,,12/10/17
CORCOR10_HF,COR.COR,W,S,1,WS1_9,,,,,12/10/17
VACCOR 9 HF DB,VAC.COR,W,S,1,WS1_9,,,,,12/10/17
COMPER 3 HF DB,COM.PER,W,S,1,WS1_8,,,,,12/10/17
VACCOR 3 HF DB,VAC.COR,W,S,1,WS1_8,,,,,12/10/17
VIBACE4 HF DB,VIB.ACE,W,S,1,WS1_8,,,,,12/10/17
ACESAC19 HF DB,ACE.SAC,W,S,1,WS1_7,,,,,12/10/17
ILEVER10 HF DB,ILE.VER,W,S,1,WS1_7,,,,,12/10/17
VACCOR ? HF DB,VAC.COR,W,S,1,WS1_7,,,,,12/10/17
ACESAC16 HF DB,ACE.SAC,W,S,1,WS1_6,,,,,12/10/17
BETALL34 HF DB,BET.ALL,W,S,1,WS1_6,,,,,12/10/17
ILEVER08 HF DB,ILE.VER,W,S,1,WS1_6,,,,,12/10/17
ACEPEN17 HF DB,ACE.PEN,W,S,1,WS1_5,,,,,12/10/17
PRUPEN 24 HF DB,PRU.PEN,W,S,1,WS1_5,,,,,12/10/17
PRUVIR 7 HF DB,PRU.VIR,W,S,1,WS1_5,,,,,12/10/17
ACEPEN14 HF DB,ACE.PEN,W,S,1,WS1_4,,,,,12/10/17
CORCOR 17 HF DB,COR.COR,W,S,1,WS1_4,,,,,12/10/17
PRUVIR 5 HF DB,PRU.VIR,W,S,1,WS1_4,,,,,12/10/17
ACEPEN18 HF DB,ACE.PEN,W,S,1,WS1_3,,,,,12/10/17
ACESAC12 HF DB,ACE.SAC,W,S,1,WS1_3,,,,,12/10/17
VIBACE06 HF DB,VIB.ACE,W,S,1,WS1_3,,,,,12/10/17
PRUPEN 24 HF DB,PRU.PEN,W,S,1,WS1_24,,,,,12/10/17
PRUVIR 7 HF DB,PRU.VIR,W,S,1,WS1_24,,,,,12/10/17
VIBACE08 HF DB,VIB.ACE,W,S,1,WS1_24,,,,,12/10/17
BETALL33 HF DB,BET.ALL,W,S,1,WS1_23,,,,,12/10/17
ILEMUC 14 HF DB,ILE.MUC,W,S,1,WS1_23,,,,,12/10/17
VACCOR 1 HF DB,VAC.COR,W,S,1,WS1_23,,,,,12/10/17
ACESAC11 HF DB,ACE.SAC,W,S,1,WS1_22,,,,,12/10/17
BETALL33 HF DB,BET.ALL,W,S,1,WS1_22,,,,,12/10/17
VIBACE02 HF DB,VIB.ACE,W,S,1,WS1_22,,,,,12/10/17
ACERUB28 HF DB,ACE.RUB,W,S,1,WS1_21,,,,,12/10/17
COMPER 8 HF DB,COM.PER,W,S,1,WS1_21,,,,,12/10/17
VIBACE4 HF DB,VIB.ACE,W,S,1,WS1_21,,,,,12/10/17
ACESAC11 HF DB,ACE.SAC,W,S,1,WS1_20,,,,,12/10/17
CORCOR14 HF DB,COR.COR,W,S,1,WS1_20,,,,,12/10/17
PRUPEN 24 HF DB,PRU.PEN,W,S,1,WS1_20,,,,,12/10/17
BETALL32 HF DB,BET.ALL,W,S,1,WS1_2,,,,,12/10/17
CORCOR08_HF,COR.COR,W,S,1,WS1_2,,,,,12/10/17
ILEVER05 HF DB,ILE.VER,W,S,1,WS1_2,,,,,12/10/17
ACEPEN19 HF DB,ACE.PEN,W,S,1,WS1_19,,,,,12/10/17
CORCOR07_HF,COR.COR,W,S,1,WS1_19,,,,,12/10/17
ILEMUC 14 HF DB,ILE.MUC,W,S,1,WS1_19,,,,,12/10/17
ACERUB29 HF DB,ACE.RUB,W,S,1,WS1_18,,,,,12/10/17
ILEVER08 HF DB,ILE.VER,W,S,1,WS1_18,,,,,12/10/17
PRUVIR 3 HF DB,PRU.VIR,W,S,1,WS1_18,,,,,12/10/17
ACEPEN16 HF DB,ACE.PEN,W,S,1,WS1_17,,,,,12/10/17
ACERUB26 HF DB,ACE.RUB,W,S,1,WS1_17,,,,,12/10/17
VACCOR 7 HF DB,VAC.COR,W,S,1,WS1_17,,,,,12/10/17
ACEPEN14 HF DB,ACE.PEN,W,S,1,WS1_16,,,,,12/10/17
ILEMUC 10 HF DB,ILE.MUC,W,S,1,WS1_16,,,,,12/10/17
PRUVIR 7 HF DB,PRU.VIR,W,S,1,WS1_16,,,,,12/10/17
ACESAC18 HF DB,ACE.SAC,W,S,1,WS1_15,,,,,12/10/17
ILEVER05 HF DB,ILE.VER,W,S,1,WS1_15,,,,,12/10/17
PRUPEN17 HF DB,PRU.PEN,W,S,1,WS1_15,,,,,12/10/17
ACERUB28 HF DB,ACE.RUB,W,S,1,WS1_14,,,,,12/10/17
ILEMUC 12 HF DB,ILE.MUC,W,S,1,WS1_14,,,,,12/10/17
ILEVER 5 HF DB,ILE.VER,W,S,1,WS1_14,,,,,12/10/17
COMPER 3 HF DB,COM.PER,W,S,1,WS1_13,,,,,12/10/17
PRUVIR 4 HF DB,PRU.VIR,W,S,1,WS1_13,,,,,12/10/17
VACCOR 1 HF DB,VAC.COR,W,S,1,WS1_13,,,,,12/10/17
COMPER 3 HF DB,COM.PER,W,S,1,WS1_12,,,,,12/10/17
CORCOR10_HF,COR.COR,W,S,1,WS1_12,,,,,12/10/17
ILEMUC 12 HF DB,ILE.MUC,W,S,1,WS1_12,,,,,12/10/17
BETALL26 HF DB,BET.ALL,W,S,1,WS1_11,,,,,12/10/17
COMPER 2 HF DB,COM.PER,W,S,1,WS1_11,,,,,12/10/17
PRUPEN 22 HF DB,PRU.PEN,W,S,1,WS1_11,,,,,12/10/17
BETALL32 HF DB,BET.ALL,W,S,1,WS1_10,,,,,12/10/17
COMPER 3 HF DB,COM.PER,W,S,1,WS1_10,,,,,12/10/17
PRUPEN17 HF DB,PRU.PEN,W,S,1,WS1_10,,,,,12/10/17
ACERUB25 HF DB,ACE.RUB,W,S,1,WS1_1,,,,,12/10/17
ILEMUC 14 HF DB,ILE.MUC,W,S,1,WS1_1,,,,,12/10/17
VIBACE07 HF DB,VIB.ACE,W,S,1,WS1_1,,,,,12/10/17
COMPER ? HF DB,COM.PER,W,L,1,WL1_9,,,,,12/10/17
ILEMUC 13 HF DB,ILE.MUC,W,L,1,WL1_9,,,,,12/10/17
VIBACE08 HF DB,VIB.ACE,W,L,1,WL1_9,,,,,12/10/17
ACERUB25 HF DB,ACE.RUB,W,L,1,WL1_8,,,,,12/10/17
BETALL31 HF DB,BET.ALL,W,L,1,WL1_8,,,,,12/10/17
COMPER 4 HF DB,COM.PER,W,L,1,WL1_8,,,,,12/10/17
BETALL31 HF DB,BET.ALL,W,L,1,WL1_7,,,,,12/10/17
CORCOR06 HF,COR.COR,W,L,1,WL1_7,,,,,12/10/17
PRUPEN 26 HF DB,PRU.PEN,W,L,1,WL1_7,,,,,12/10/17
ACEPEN17 HF DB,ACE.PEN,W,L,1,WL1_6,,,,,12/10/17
ACESAC18 HF DB,ACE.SAC,W,L,1,WL1_6,,,,,12/10/17
PRUPEN17 HF DB,PRU.PEN,W,L,1,WL1_6,,,,,12/10/17
BETALL34 HF DB,BET.ALL,W,L,1,WL1_5,,,,,12/10/17
CORCOR10_HF,COR.COR,W,L,1,WL1_5,,,,,12/10/17
ILEMUC 9 HF DB,ILE.MUC,W,L,1,WL1_5,,,,,12/10/17
ACEPEN20 HF DB,ACE.PEN,W,L,1,WL1_4,,,,,12/10/17
CORCOR09_HF,COR.COR,W,L,1,WL1_4,,,,,12/10/17
ILEMUC 9 HF DB,ILE.MUC,W,L,1,WL1_4,,,,,12/10/17
ACESAC13 HF DB,ACE.SAC,W,L,1,WL1_3,,,,,12/10/17
BETALL31 HF DB,BET.ALL,W,L,1,WL1_3,,,,,12/10/17
PRUPEN 24 HF DB,PRU.PEN,W,L,1,WL1_3,,,,,12/10/17
ACEPEN14 HF DB,ACE.PEN,W,L,1,WL1_24,,,,,12/10/17
ILEMUC 12 HF DB,ILE.MUC,W,L,1,WL1_24,,,,,12/10/17
ILEVER06 HF DB,ILE.VER,W,L,1,WL1_24,,,,,12/10/17
ILEMUC 14 HF DB,ILE.MUC,W,L,1,WL1_23,,,,,12/10/17
ILEVER04 HF DB,ILE.VER,W,L,1,WL1_23,,,,,12/10/17
VACCOR 7 HF DB,VAC.COR,W,L,1,WL1_23,,,,,12/10/17
CORCOR 15 HF DB,COR.COR,W,L,1,WL1_22,,,,,12/10/17
PRUPEN 23 HF DB,PRU.PEN,W,L,1,WL1_22,,,,,12/10/17
VACCOR 7 HF DB,VAC.COR,W,L,1,WL1_22,,,,,12/10/17
BETALL26 HF DB,BET.ALL,W,L,1,WL1_21,,,,,12/10/17
ILEMUC 13 HF DB,ILE.MUC,W,L,1,WL1_21,,,,,12/10/17
VACCOR 2 HF DB,VAC.COR,W,L,1,WL1_21,,,,,12/10/17
ACERUB23 HF DB,ACE.RUB,W,L,1,WL1_20,,,,,12/10/17
ACESAC13 HF DB,ACE.SAC,W,L,1,WL1_20,,,,,12/10/17
COMPER 6 HF DB,COM.PER,W,L,1,WL1_20,,,,,12/10/17
ACEPEN19 HF DB,ACE.PEN,W,L,1,WL1_2,,,,,12/10/17
COMPER 5 HF DB,COM.PER,W,L,1,WL1_2,,,,,12/10/17
VIBACE06 HF DB,VIB.ACE,W,L,1,WL1_2,,,,,12/10/17
ILEVER07 HF DB,ILE.VER,W,L,1,WL1_19,,,,,12/10/17
PRUVIR 2 HF DB,PRU.VIR,W,L,1,WL1_19,,,,,12/10/17
VIBACE06 HF DB,VIB.ACE,W,L,1,WL1_19,,,,,12/10/17
ACESAC11 HF DB,ACE.SAC,W,L,1,WL1_18,,,,,12/10/17
CORCOR16 HF,COR.COR,W,L,1,WL1_18,,,,,12/10/17
VIBACE4 HF DB,VIB.ACE,W,L,1,WL1_18,,,,,12/10/17
ACEPEN14 HF DB,ACE.PEN,W,L,1,WL1_17,,,,,12/10/17
ACESAC17 HF DB,ACE.SAC,W,L,1,WL1_17,,,,,12/10/17
VIBACE11 HF DB,VIB.ACE,W,L,1,WL1_17,,,,,12/10/17
ACEPEN16 HF DB,ACE.PEN,W,L,1,WL1_16,,,,,12/10/17
ACERUB28 HF DB,ACE.RUB,W,L,1,WL1_16,,,,,12/10/17
ILEVER06 HF DB,ILE.VER,W,L,1,WL1_16,,,,,12/10/17
ACERUB23 HF DB,ACE.RUB,W,L,1,WL1_15,,,,,12/10/17
ILEVER05 HF DB,ILE.VER,W,L,1,WL1_15,,,,,12/10/17
PRUVIR 4 HF DB,PRU.VIR,W,L,1,WL1_15,,,,,12/10/17
BETALL31 HF DB,BET.ALL,W,L,1,WL1_14,,,,,12/10/17
COMPER 5 HF DB,COM.PER,W,L,1,WL1_14,,,,,12/10/17
CORCOR16_HF,COR.COR,W,L,1,WL1_14,,,,,12/10/17
ACERUB22 HF DB,ACE.RUB,W,L,1,WL1_13,,,,,12/10/17
COMPER 3 HF DB,COM.PER,W,L,1,WL1_13,,,,,12/10/17
ILEVER05 HF DB,ILE.VER,W,L,1,WL1_13,,,,,12/10/17
PRUPEN 22 HF DB,PRU.PEN,W,L,1,WL1_12,,,,,12/10/17
PRUVIR 3 HF DB,PRU.VIR,W,L,1,WL1_12,,,,,12/10/17
VACCOR 9 HF DB,VAC.COR,W,L,1,WL1_12,,,,,12/10/17
PRUVIR 6 HF DB,PRU.VIR,W,L,1,WL1_11,,,,,12/10/17
VACCOR 7 HF DB,VAC.COR,W,L,1,WL1_11,,,,,12/10/17
VIBACE09 HF DB,VIB.ACE,W,L,1,WL1_11,,,,,12/10/17
ACESAC12 HF DB,ACE.SAC,W,L,1,WL1_10,,,,,12/10/17
PRUVIR 2 HF DB,PRU.VIR,W,L,1,WL1_10,,,,,12/10/17
VACCOR 6 HF DB,VAC.COR,W,L,1,WL1_10,,,,,12/10/17
ACERUB27 HF DB,ACE.RUB,W,L,1,WL1_1,,,,,12/10/17
PRUPEN 24 HF DB,PRU.PEN,W,L,1,WL1_1,,,,,12/10/17
PRUVIR 2 HF DB,PRU.VIR,W,L,1,WL1_1,,,,,12/10/17
ACEPEN15 HF DB,ACE.PEN,C,S,1,CS1_9,,,,,12/10/17
COMPER 8 HF DB,COM.PER,C,S,1,CS1_9,,,,,12/10/17
PRUPEN 21 HF DB,PRU.PEN,C,S,1,CS1_9,,,,,12/10/17
COMPER 6 HF DB,COM.PER,C,S,1,CS1_8,,,,,12/10/17
CORCOR 16 HF DB,COR.COR,C,S,1,CS1_8,,,,,12/10/17
PRUPEN 22 HF DB,PRU.PEN,C,S,1,CS1_8,,,,,12/10/17
ACESAC11 HF DB,ACE.SAC,C,S,1,CS1_7,,,,,12/10/17
BETALL26 HF DB,BET.ALL,C,S,1,CS1_7,,,,,12/10/17
PRUPEN 21 HF DB,PRU.PEN,C,S,1,CS1_7,,,,,12/10/17
ACEPEN18 HF DB,ACE.PEN,C,S,1,CS1_6,,,,,12/10/17
BETALL32 HF DB,BET.ALL,C,S,1,CS1_6,,,,,12/10/17
VACCOR 6 HF DB,VAC.COR,C,S,1,CS1_6,,,,,12/10/17
ACERUB28 HF DB,ACE.RUB,C,S,1,CS1_5,,,,,12/10/17
PRUVIR 7 HF DB,PRU.VIR,C,S,1,CS1_5,,,,,12/10/17
VACCOR 9 HF DB,VAC.COR,C,S,1,CS1_5,,,,,12/10/17
COMPER 8 HF DB,COM.PER,C,S,1,CS1_4,,,,,12/10/17
VACCOR 9 HF DB,VAC.COR,C,S,1,CS1_4,,,,,12/10/17
VIBACE10 HF DB,VIB.ACE,C,S,1,CS1_4,,,,,12/10/17
ACESAC11 HF DB,ACE.SAC,C,S,1,CS1_3,,,,,12/10/17
CORCOR14 HF DB,COR.COR,C,S,1,CS1_3,,,,,12/10/17
ILEVER03 HF DB,ILE.VER,C,S,1,CS1_3,,,,,12/10/17
ACERUB23 HF DB,ACE.RUB,C,S,1,CS1_24,,,,,12/10/17
VACCOR 3 HF DB,VAC.COR,C,S,1,CS1_24,,,,,12/10/17
VIBACE02 HF DB,VIB.ACE,C,S,1,CS1_24,,,,,12/10/17
CORCOR 15 HF DB,COR.COR,C,S,1,CS1_23,,,,,12/10/17
ILEMUC 12 HF DB,ILE.MUC,C,S,1,CS1_23,,,,,12/10/17
VACCOR 3 HF DB,VAC.COR,C,S,1,CS1_23,,,,,12/10/17
ACERUB28 HF DB,ACE.RUB,C,S,1,CS1_22,,,,,12/10/17
COMPER 6 HF DB,COM.PER,C,S,1,CS1_22,,,,,12/10/17
CORCOR 15 HF DB,COR.COR,C,S,1,CS1_22,,,,,12/10/17
BETALL26 HF DB,BET.ALL,C,S,1,CS1_21,,,,,12/10/17
ILEVER01 HF DB,ILE.VER,C,S,1,CS1_21,,,,,12/10/17
VIBACE07 HF DB,VIB.ACE,C,S,1,CS1_21,,,,,12/10/17
ACERUB27 HF DB,ACE.RUB,C,S,1,CS1_20,,,,,12/10/17
